ma_len,cagr,sharpe,max_dd,time_in_market
175,0.09219718284793399,0.6865216589187342,-0.3123197865304268,0.6580184245158864
250,0.09139633515616397,0.6780185292184483,-0.3370089269378971,0.6574544087234443
275,0.08541777497116376,0.6391845852025652,-0.3322821920160862,0.6563263771385599
200,0.08540734581646947,0.6427021555085274,-0.33518058326784483,0.6608385034780974
225,0.08519890439932243,0.6404196051579578,-0.3710936210645456,0.6600864824215078
150,0.08398859971520656,0.6372702015090372,-0.37674150530346984,0.6555743560819703
125,0.08317089110018894,0.6360654582816666,-0.33425370608756855,0.6429780033840947
300,0.08000961563781872,0.6040161527226113,-0.34679479079268527,0.6572664034592969
100,0.0750025435944699,0.5881151441994642,-0.3841973299624386,0.6266215454032713
