Date,SPY,INTL,IEF
2008-09-25,87.86123657226562,27.43267822265625,59.27265548706055
2008-09-26,87.90489196777344,27.101465225219727,59.23265838623047
2008-09-29,81.01652526855469,24.267126083374023,60.05878448486328
2008-09-30,84.36973571777344,25.41996192932129,59.265960693359375
2008-10-01,84.42068481445312,25.27984046936035,59.683773040771484
2008-10-02,81.35839080810547,24.025094985961914,60.01801681518555
2008-10-03,80.26001739501953,23.814895629882812,60.24530792236328
2008-10-06,76.17210388183594,22.305368423461914,60.73332214355469
2008-10-07,72.7606430053711,21.139785766601562,60.68650817871094
2008-10-08,70.92762756347656,20.79583740234375,59.91110610961914
2008-10-09,65.97412872314453,19.375478744506836,59.30942916870117
2008-10-10,64.37386322021484,19.031536102294922,58.61417007446289
2008-10-13,73.72077941894531,21.904102325439453,58.2131462097168
2008-10-14,72.62970733642578,21.381818771362305,57.93905258178711
2008-10-15,65.4794921875,19.050643920898438,58.41364288330078
2008-10-16,68.20721435546875,19.955089569091797,58.42698287963867
2008-10-17,67.79985809326172,19.7703857421875,58.79468536376953
2008-10-20,71.87323760986328,20.76399040222168,58.8548583984375
2008-10-21,69.7274169921875,19.66847038269043,59.47657012939453
2008-10-22,65.93046569824219,18.15257453918457,59.93113708496094
2008-10-23,66.69422912597656,18.025188446044922,60.0113525390625
2008-10-24,63.311885833740234,17.254497528076172,59.75733947753906
2008-10-27,61.06425857543945,16.267255783081055,59.72392654418945
2008-10-28,68.1999282836914,18.216262817382812,59.2425651550293
2008-10-29,67.705322265625,18.636638641357422,59.3294563293457
2008-10-30,70.04750061035156,19.42007064819336,58.874874114990234
2008-10-31,70.4330062866211,19.57292938232422,58.754539489746094
2008-11-03,70.63666534423828,19.789487838745117,58.848487854003906
2008-11-04,73.03703308105469,21.04424476623535,59.552978515625
2008-11-05,69.96747589111328,20.088848114013672,59.86832809448242
2008-11-06,66.09049987792969,18.681228637695312,59.687164306640625
2008-11-07,68.27265167236328,19.700319290161133,59.472469329833984
2008-11-10,67.37796020507812,19.496498107910156,59.53286361694336
2008-11-11,65.29766082763672,18.54747200012207,59.754295349121094
2008-11-12,62.42446517944336,17.566591262817383,60.12330627441406
2008-11-13,66.31597137451172,18.967844009399414,59.687164306640625
2008-11-14,63.00637435913086,17.74493408203125,60.277565002441406
2008-11-17,62.169898986816406,17.770414352416992,60.532588958740234
2008-11-18,63.34098815917969,17.547487258911133,61.002262115478516
2008-11-19,59.28214645385742,16.235403060913086,61.659786224365234
2008-11-20,54.88144302368164,15.369173049926758,62.90102005004883
2008-11-21,57.8419189453125,16.369169235229492,62.32401657104492
2008-11-24,61.8498420715332,17.636653900146484,61.74026870727539
2008-11-25,62.30808639526367,17.770414352416992,62.80034255981445
2008-11-26,64.71573638916016,18.209897994995117,63.18280792236328
2008-11-28,65.53042602539062,18.203529357910156,63.310264587402344
2008-12-01,59.725833892822266,16.87870216369629,64.16722869873047
2008-12-02,62.0244026184082,17.451950073242188,64.50382232666016
2008-12-03,63.51554870605469,17.623916625976562,64.60484313964844
2008-12-04,62.046207427978516,16.967878341674805,65.00871276855469
2008-12-05,63.95926284790039,17.35003662109375,64.32205963134766
2008-12-08,66.19230651855469,18.273588180541992,64.0797119140625
2008-12-09,65.10124206542969,18.127090454101562,64.62496948242188
2008-12-10,65.54496765136719,18.713071823120117,64.56439971923828
2008-12-11,63.96650314331055,18.69396209716797,64.95486450195312
2008-12-12,64.73027038574219,18.789505004882812,65.13656616210938
2008-12-15,63.82832717895508,18.77676773071289,65.2779541015625
2008-12-16,66.83243560791016,19.74489974975586,66.3146743774414
2008-12-17,66.18507385253906,19.68758201599121,66.76566314697266
2008-12-18,64.94850158691406,19.127077102661133,67.21672058105469
2008-12-19,64.66911315917969,18.865936279296875,66.99453735351562
2008-12-22,63.84049606323242,18.719440460205078,66.81956481933594
2008-12-23,63.1805305480957,18.471036911010742,66.78585052490234
2008-12-24,63.54719161987305,18.585689544677734,66.71856689453125
2008-12-26,63.91379928588867,18.78313446044922,67.07535552978516
2008-12-29,63.730499267578125,18.88123893737793,67.22331237792969
2008-12-30,65.2410888671875,19.333518981933594,67.31794738769531
2008-12-31,66.17235565185547,19.569215774536133,66.57466125488281
2009-01-02,68.1668930053711,19.8813533782959,65.62197875976562
2009-01-05,68.08625030517578,19.855876922607422,65.5071029663086
2009-01-06,68.54090118408203,20.11067771911621,65.466552734375
2009-01-07,66.4876708984375,19.594701766967773,65.48004913330078
2009-01-08,66.75897216796875,19.75395393371582,65.65579223632812
2009-01-09,65.3290786743164,19.17426300048828,65.9598388671875
2009-01-12,63.75981903076172,18.600950241088867,66.37197875976562
2009-01-13,63.87715530395508,18.199626922607422,66.41925048828125
2009-01-14,61.867950439453125,17.46068572998047,66.79084777832031
2009-01-15,61.88992691040039,17.683639526367188,66.73683166503906
2009-01-16,62.3738899230957,17.715486526489258,66.12198638916016
2009-01-20,59.0814094543457,16.409603118896484,66.0206298828125
2009-01-21,61.633296966552734,17.282320022583008,65.43275451660156
2009-01-22,60.68000793457031,16.779075622558594,65.00033569335938
2009-01-23,60.94399642944336,16.69626235961914,65.01384735107422
2009-01-26,61.36196517944336,16.98292350769043,64.85169219970703
2009-01-27,61.98525619506836,17.409725189208984,65.27741241455078
2009-01-28,64.08248138427734,17.995779037475586,64.85838317871094
2009-01-29,61.99994659423828,17.174026489257812,64.01387786865234
2009-01-30,60.73865509033203,16.9447021484375,63.98683166503906
2009-02-02,60.55533981323242,16.836402893066406,64.505859375
2009-02-03,61.40596389770508,17.320545196533203,63.95024490356445
2009-02-04,61.10531234741211,17.244096755981445,63.625
2009-02-05,62.01458740234375,17.537124633789062,63.77405548095703
2009-02-06,63.78179931640625,18.03400230407715,63.387847900390625
2009-02-09,63.869808197021484,18.053112030029297,63.25910949707031
2009-02-10,60.94399642944336,17.09121322631836,64.10609436035156
2009-02-11,61.30328369140625,17.32691192626953,64.60066223144531
2009-02-12,61.34730529785156,17.21224594116211,64.58041381835938
2009-02-13,60.687320709228516,17.05936050415039,64.07225036621094
2009-02-17,58.091468811035156,16.103832244873047,65.14955139160156
2009-02-18,57.952152252197266,16.040128707885742,64.67521667480469
2009-02-19,57.32883834838867,15.989171981811523,64.31617736816406
2009-02-20,56.771541595458984,15.702512741088867,64.49907684326172
2009-02-23,54.7403450012207,15.186530113220215,64.56008911132812
2009-02-24,56.8155632019043,15.79169750213623,64.31617736816406
2009-02-25,56.368255615234375,15.454075813293457,63.73342514038086
2009-02-26,55.451629638671875,15.377635955810547,63.57075881958008
2009-02-27,54.212345123291016,15.313931465148926,63.51657485961914
2009-03-02,51.770484924316406,14.434844017028809,64.15383911132812
2009-03-03,51.381858825683594,14.441216468811035,64.0723648071289
2009-03-04,52.599098205566406,15.04001522064209,63.74622344970703
2009-03-05,50.450565338134766,14.453961372375488,64.49354553222656
2009-03-06,50.538551330566406,14.479435920715332,64.18778228759766
2009-03-09,49.944583892822266,14.160929679870605,64.21497344970703
2009-03-10,52.92176818847656,15.059126853942871,63.74622344970703
2009-03-11,53.26639175415039,15.18016242980957,64.20138549804688
2009-03-12,55.36363983154297,15.619701385498047,64.38478088378906
2009-03-13,55.7962532043457,15.772583961486816,64.33724212646484
2009-03-16,55.62761306762695,15.94457721710205,63.97038269042969
2009-03-17,57.32883834838867,16.333158493041992,63.84811019897461
2009-03-18,58.61211395263672,16.728113174438477,66.03563690185547
2009-03-19,57.886146545410156,16.71537208557129,65.81153106689453
2009-03-20,56.65351867675781,16.505157470703125,65.81153106689453
2009-03-23,60.72288513183594,17.728235244750977,65.58732604980469
